Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
1cmigB9I6IRpFqjIbzvSQB,"1Uff91EOsvd99rtAupatMP,0d6alfZHUx3xoRnPjkTL7Q","Suite bergamasque, L. 75: III. Clair de lune","Debussy: Suite bergamasque, L. 75, 3. Clair de lune","Claude Debussy,Alice Sara Ott",2018-07-27,294960,64,11136072044,2022-05-31T12:01:44Z,"classical,impressionism,post-romantic era",0.335,0.00501,1,-33.366,1,0.0451,0.993,0.919,0.0618,0.0383,132.085,3
0jOnZhF75V68VsBObWx2XO,"436sYg6CZhNefQJogaXeK0,5Dl3HXZjG6ZOWT5cV375lk,7JmDqds7Y1LRSWZVM8e0Og","The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)","Songs from the Arc of Life","Camille Saint-Saëns,Yo-Yo Ma,Kathryn Stott",2015-09-18,174266,66,11136072044,2022-05-31T12:01:44Z,"classical,french romanticism,late romantic era",0.169,0.0161,9,-31.034,0,0.0442,0.986,0.86,0.0805,0.0573,128.143,3
7hyq9VKysg8g1L5R0y41dt,"459INk8vcC0ebEef82WjIK,57ziOSBD3x0PhVbl7MXTgI,21fQySiU5oXJndnmB15Nrq,35oIWRMerJ2P1ORtzeUD0N,1ziXHb2jDpxIxQqIckAZ0I","Satie / Orch. Ducros: Gymnopédie No. 1","Emotions - Satie: Gymnopédie No. 1 (Orch. Ducros)","Erik Satie,Gautier Capuçon,Jerome Ducros,Adrien Perruchon,Orchestre de chambre de Paris",2020-07-24,172120,6,11136072044,2022-05-31T12:01:44Z,"classical,early avant garde,early modern classical,impressionism,post-romantic era",0.0921,0.0183,7,-31.858,1,0.0513,0.942,0.94,0.195,0.039,166.979,3
2m2GJpBjQNNphaCgBeoj7R,"25s9H1JQmTu3iuFzpXWUIg","Fracture","Fracture","Stephan Moccio",2020-04-17,207640,65,11136072044,2022-05-31T12:01:44Z,"background piano,neo-classical",0.324,0.0186,2,-28.248,1,0.0476,0.99,0.934,0.105,0.126,85.297,4
2Imxyb3LiuXsDFo7Gq5YDs,"2UqjDAXnDxejEyE0CzfUrZ,7jQSqBxct7Aa8b3GsZFkO4","Kinderszenen, Op. 15: Träumerei (Arr. Lewin for Guitar)","Schumann: Kinderszenen, Op. 15: Träumerei (Arr. Lewin for Guitar)","Robert Schumann,Miloš Karadaglić",2021-04-23,215800,61,11136072044,2022-05-31T12:01:44Z,"classical,early romantic era,german romanticism",0.406,0.00921,2,-31.822,1,0.087,0.984,0.906,0.0953,0.303,80.507,4
6y1FgcqMY76hCk9qLxUuy4,"3z8CWLkgblFxhhDrPMfAZC,0KITXSblhUOftKpIno4cL9,4XNYbiwP1fToWVyvNPTMMK","3 Spirituals for Orchestra: No. 2. Kum Bab Yah","Hailstork: Orchestral Music","Adolphus Hailstork,Virginia Symphony Orchestra,Joann Falletta",2012-06-05,170213,58,11136072044,2022-05-31T12:01:44Z,"african-american classical,american contemporary classical",0.141,0.00268,2,-37.571,0,0.0427,0.945,0.601,0.0756,0.0386,140.372,5
4SsDrt7HV1ECcJ2A7EHfLL,"1vYrIm6O7VtBGszIWe75mB","Filma Solo","Piano Works","Gabríel Ólafs",2020-06-26,195154,54,11136072044,2022-05-31T12:01:44Z,"background piano,neo-classical",0.213,0.0377,10,-33.06,1,0.0475,0.986,0.869,0.139,0.0973,165.763,4
1G3QPQkoXvpChjNUhd6Tfs,"4JSWO1Pf2zV991fq64uAce,0iqgjl0OG3z53PZVIB7ZyD","The Arts and the Hours","Rameau, Ólafsson: The Arts and the Hours","Jean-Philippe Rameau,Víkingur Ólafsson",2020-03-06,285442,60,11136072044,2022-05-31T12:01:44Z,"baroque,classical,early music,french baroque,french opera",0.415,0.026,1,-36.7,1,0.0496,0.995,0.938,0.107,0.268,136.191,4
7nGA1sRfLDWXYb3VPstnZf,"5U827e4jbYz6EjtN0fIDt9,59r5UU2HOytn9V5uMZ5Vur,33cajGDdkhowQ8hiuEucXM,54IIxBw0yvR4zHHxE8GG5d","Notturno for Strings and Harp","Schoenberg: Notturno for Strings and Harp","Arnold Schoenberg,Daniel Hope,Zürcher Kammerorchester,Jane Berthe",2020-01-17,192419,58,11136072044,2022-05-31T12:01:44Z,"austro-german modernism,avant-garde,classical,early modern classical,post-romantic era,serialism",0.0979,0.0801,8,-19.643,1,0.0458,0.941,0.431,0.115,0.0608,75.314,4
2zM7Ato6xDOi8ten4qn7Cm,"2uFUBdaVGtyMqckSeCl0Qj","Natural Light","Natural Light","Ludovico Einaudi",2021-10-29,335542,63,11136072044,2022-05-31T12:01:44Z,"bow pop,compositional ambient,neo-classical",0.218,0.00352,1,-39.627,1,0.0515,0.992,0.951,0.139,0.192,68.61,4
6MNEgJ1z2c7B3GvENV5dcz,"1Uff91EOsvd99rtAupatMP,2hwIoWEOfHGHi6FnS5MvvN","Suite Bergamasque, L. 75: III. Clair de lune","Piano Chillout: 15 Relaxing Classical Pieces","Claude Debussy,Carol Comune",2017-03-03,297698,38,11136072044,2022-05-31T12:02:36Z,"classical,impressionism,post-romantic era",0.347,0.0521,1,-21.792,1,0.0455,0.994,0.905,0.0972,0.0609,168.705,5
5HjfzAFnZCLyrD2XlUFO3c,"67JB9ps4KBT90qPzKyQ3fS","Goodnight Moon","Piano Chillout: 15 Relaxing Classical Pieces","Christopher Ferreira",2017-03-03,157040,17,11136072044,2022-05-31T12:02:36Z,"background piano",0.311,0.0376,1,-23.192,1,0.0504,0.987,0.861,0.114,0.0603,170.537,4
0uPAMXoOv4PMRHec1KyjGp,"25ZHGX152rBqWlYA9C2iVp","Slowly Towards","Piano Chillout: 15 Relaxing Classical Pieces","Chris Snelling",2017-03-03,150000,16,11136072044,2022-05-31T12:02:36Z,"classify",0.55,0.00333,3,-26.173,1,0.104,0.995,0.948,0.173,0.439,66.133,5
2FYaDO9puDvadduqglU73d,"6DIidRzTS95J6etMpSyeg1","Ten Percent","Piano Chillout: 15 Relaxing Classical Pieces","Jorge Segovia",2017-03-03,61258,26,11136072044,2022-05-31T12:02:36Z,"neo-classical",0.463,0.0346,7,-21.712,0,0.0428,0.994,0.949,0.225,0.108,64.905,3
1z8YVvz03YWzMiCe2nWLMz,"2wOqMjp9TyABvtHdOSOTUS,6Nt0thMQrEBbBTasSfkrhG","Piano Sonata No. 14 in C-Sharp Minor, Op. 27, No. 2 ""Moonlight"": I. Adagio sostenuto","Piano Chillout: 15 Relaxing Classical Pieces","Ludwig van Beethoven,Barbara Nissman",2017-03-03,358694,34,11136072044,2022-05-31T12:02:36Z,"classical,classical era,early romantic era,german romanticism",0.337,0.0191,1,-28.908,0,0.0459,0.995,0.874,0.123,0.116,70.886,4
6J7NLwME00N01xxxn6rmAb,"459INk8vcC0ebEef82WjIK,6j72UsuAqGlOse1erEyNOa","3 Gymnopédies: No. 1. Lent et douloureux in D Major","Piano Chillout: 15 Relaxing Classical Pieces","Erik Satie,Pianoramix",2017-03-03,195723,35,11136072044,2022-05-31T12:02:36Z,"classical,early avant garde,early modern classical,impressionism,post-romantic era",0.721,0.0212,7,-25.274,1,0.114,0.995,0.921,0.107,0.302,75.778,3
29l6T1pcuFPAH08hZKnNne,"4RKdwyI9lnEwpawscrfHib","Paola's Theme","Piano Chillout: 15 Relaxing Classical Pieces","Peter Bennborn Project",2017-03-03,100527,16,11136072044,2022-05-31T12:02:36Z,"",0.429,0.0642,9,-19.597,0,0.0452,0.906,0.9,0.0924,0.0988,118.78,4
1yFwH1YPJXaL1Clg9kmj2t,"459INk8vcC0ebEef82WjIK,0BbHILJDz4eN90gbl1mHZj","3 Gymnopédies: No. 3. Lent et grave in A Minor","Piano Chillout: 15 Relaxing Classical Pieces","Erik Satie,Alessandra Celletti",2017-03-03,139508,31,11136072044,2022-05-31T12:02:36Z,"classical,early avant garde,early modern classical,impressionism,post-romantic era",0.461,0.0315,9,-21.857,0,0.0732,0.995,0.914,0.0781,0.125,72.62,3
2G2DtNcgIIrJxDPqKF68Ah,"0fauHpmSHwodVYIjTqOGHz,6j72UsuAqGlOse1erEyNOa","River Flows In You","Piano Chillout: 15 Relaxing Classical Pieces","Yiruma,Pianoramix",2017-03-03,185000,16,11136072044,2022-05-31T12:02:36Z,"korean instrumental,neo-classical,new age piano",0.394,0.165,9,-22.086,1,0.0616,0.986,0.933,0.0952,0.273,136.375,4
1mvEBCRmAnClQuYEWiqHe3,"0sr00YxbHKRAruzYrJ6PEg","Siesta Norteña","Piano Chillout: 15 Relaxing Classical Pieces","Juan María Solare",2017-03-03,165440,22,11136072044,2022-05-31T12:02:36Z,"neo-classical",0.652,0.00685,9,-23.19,0,0.0555,0.993,0.922,0.0781,0.401,61.193,4
3j0BvMfGc2ESufVQMtG19r,"7zwiFdY90oXzLh1Wz22oEq","Japanese Zen Garden","Japanese Zen Garden: Relaxing Oriental Sound and Healing Nature Music for Meditation, Yoga, Study & Sleep","Meditation Music Zone",2016-11-17,247714,33,11136072044,2022-05-31T12:05:26Z,"sleep",0.0958,0.101,4,-28.717,0,0.0342,0.972,0.37,0.118,0.106,167.203,4
7eWwEhqZJcXY9yKklUVC8v,"1bF3IgxBQw61FRqeyuvq7b","Oriental Wellness (Forest Sound)","Japanese Zen Garden: Relaxing Oriental Sound and Healing Nature Music for Meditation, Yoga, Study & Sleep","Meditation Mantras Guru",2016-11-17,209142,33,11136072044,2022-05-31T12:05:26Z,"meditation",0.195,0.127,10,-20.589,0,0.0462,0.921,0.848,0.136,0.0346,63.694,5
2r55rhsXo2qhoeHnSIM4Nj,"38PxQFwKE257tcBkgrr9lb","Calming Yoga","Japanese Zen Garden: Relaxing Oriental Sound and Healing Nature Music for Meditation, Yoga, Study & Sleep","Healing Yoga Meditation Music Consort",2016-11-17,264000,32,11136072044,2022-05-31T12:05:26Z,"yoga",0.127,0.00693,2,-27.862,0,0.0495,0.994,0.668,0.124,0.114,66.782,4
2zdoNHMHRFnLzmBq3hF3cM,"1IpSlYbI7JwM2Tog9CuKyx","Beauty by the Night","Japanese Zen Garden: Relaxing Oriental Sound and Healing Nature Music for Meditation, Yoga, Study & Sleep","Just Relax Music Universe",2016-11-17,274285,31,11136072044,2022-05-31T12:05:26Z,"",0.17,0.0297,10,-28.563,0,0.0436,0.986,0.966,0.109,0.0543,74.752,1
3ttQOAYaWseexRpWmC4u3m,"7zwiFdY90oXzLh1Wz22oEq","Asian Meditation","Japanese Zen Garden: Relaxing Oriental Sound and Healing Nature Music for Meditation, Yoga, Study & Sleep","Meditation Music Zone",2016-11-17,281142,31,11136072044,2022-05-31T12:05:26Z,"sleep",0.309,0.187,2,-20.839,0,0.0848,0.032,0.271,0.106,0.051,79.758,4
57MvyYU6IbT0vbksQq9hzs,"1bF3IgxBQw61FRqeyuvq7b","Body Relaxation (Waves)","Japanese Zen Garden: Relaxing Oriental Sound and Healing Nature Music for Meditation, Yoga, Study & Sleep","Meditation Mantras Guru",2016-11-17,171428,30,11136072044,2022-05-31T12:05:26Z,"meditation",0.212,0.836,2,-15.718,1,0.262,0.978,0.0793,0.355,0.0229,172.015,3
5TOtPout0Ma1vgW0sqjG3K,"38PxQFwKE257tcBkgrr9lb","Inspiring Moments","Japanese Zen Garden: Relaxing Oriental Sound and Healing Nature Music for Meditation, Yoga, Study & Sleep","Healing Yoga Meditation Music Consort",2016-11-17,167193,29,11136072044,2022-05-31T12:05:26Z,"yoga",0.188,0.0627,6,-19.431,0,0.0375,0.961,0.0816,0.0697,0.096,89.978,4
2ujjx30Mat6lsQBzJUfrx9,"1IpSlYbI7JwM2Tog9CuKyx","Eleven Heaven","Japanese Zen Garden: Relaxing Oriental Sound and Healing Nature Music for Meditation, Yoga, Study & Sleep","Just Relax Music Universe",2016-11-17,240857,29,11136072044,2022-05-31T12:05:26Z,"",0.211,0.946,10,-24.299,0,0.348,0.413,0.664,0.453,0.0226,118.876,3
69JIptfV8EnFUaWz83psjC,"7zwiFdY90oXzLh1Wz22oEq","Flaying Birds","Japanese Zen Garden: Relaxing Oriental Sound and Healing Nature Music for Meditation, Yoga, Study & Sleep","Meditation Music Zone",2016-11-17,256285,30,11136072044,2022-05-31T12:05:26Z,"sleep",0.414,0.294,7,-22.65,1,0.519,0.905,0.529,0.41,0.0332,103.797,4
4P3HNoFhr7vRArkTbOBJ1e,"1bF3IgxBQw61FRqeyuvq7b","Yoga Calming Music (Healing Thunderstorm)","Japanese Zen Garden: Relaxing Oriental Sound and Healing Nature Music for Meditation, Yoga, Study & Sleep","Meditation Mantras Guru",2016-11-17,246725,29,11136072044,2022-05-31T12:05:26Z,"meditation",0.146,0.543,10,-22.851,1,0.725,0.663,0.897,0.149,0.259,170.853,4
3EwICr01c9pUmrFBw32iCA,"5UAgX4YftBF7I3DqNKazf5","Ancient Tibetan Singing Bowls","Tibetan Singing Bowls","Tibetan Meditation",2017-06-20,179875,31,11136072044,2022-05-31T12:06:29Z,"singing bowl",0.205,0.0126,8,-25.849,1,0.0407,0.994,0.0383,0.0838,0.0627,71.415,3
2W99UpOODl7pz397Vy7UtV,"5UAgX4YftBF7I3DqNKazf5","Relaxation Tibetan Bowl Music","Tibetan Singing Bowls","Tibetan Meditation",2017-06-20,214854,40,11136072044,2022-05-31T12:06:29Z,"singing bowl",0.178,0.00374,9,-29.468,1,0.038,0.992,0.954,0.103,0.0324,70.521,4
54fOvKvdGylK3KdcR8gz2Z,"5UAgX4YftBF7I3DqNKazf5","Himalayan Bowls","Tibetan Singing Bowls","Tibetan Meditation",2017-06-20,145809,38,11136072044,2022-05-31T12:06:29Z,"singing bowl",0.162,0.000687,5,-32.32,0,0.0397,0.992,0.945,0.0824,0.0269,73.438,3
2BFyX89h7ht7arq8530qdO,"5UAgX4YftBF7I3DqNKazf5","Singing Bowls of Nepal","Tibetan Singing Bowls","Tibetan Meditation",2017-06-20,281730,36,11136072044,2022-05-31T12:06:29Z,"singing bowl",0.186,0.00707,5,-28.339,0,0.0488,0.995,0.859,0.103,0.046,71.096,3
6dppSNnHvc7aqo1kWXp35v,"5UAgX4YftBF7I3DqNKazf5","Asian Meditation Suzu Gongs","Tibetan Singing Bowls","Tibetan Meditation",2017-06-20,218936,29,11136072044,2022-05-31T12:06:29Z,"singing bowl",0.57,0.000265,3,-20.973,1,0.149,0.978,0.942,0.0851,0.549,132.88,3
0PGnLRxqtY8WCG1y2KWZgp,"5UAgX4YftBF7I3DqNKazf5","Singing Bowl Meditation","Tibetan Singing Bowls","Tibetan Meditation",2017-06-20,197299,32,11136072044,2022-05-31T12:06:29Z,"singing bowl",0.235,0.0139,9,-22.244,0,0.0439,0.991,0.222,0.0977,0.0288,132.888,4
0gPTdYCVnRwHeaAsgV4hjM,"0dLsBpKaNVe9PMqNq7HIZY","Calming Music","Calming Music, Relaxation Music","Violin and Piano Relax",2021-12-14,177000,0,11136072044,2022-05-31T12:07:35Z,"",0.0947,0.141,9,-12.466,0,0.0352,0.957,0.000136,0.111,0.368,180.973,3
7foAfcTceqBYAKaWGqqTMQ,"0dLsBpKaNVe9PMqNq7HIZY","Rays of Hope","Calming Music, Relaxation Music","Violin and Piano Relax",2021-12-14,225000,0,11136072044,2022-05-31T12:07:35Z,"",0.35,0.158,9,-11.931,0,0.0383,0.914,0.0000139,0.103,0.323,120.148,4
4KVllqEjZHDlfoH0m5Rzkm,"0dLsBpKaNVe9PMqNq7HIZY","Eagle","Calming Music, Relaxation Music","Violin and Piano Relax",2021-12-14,193000,0,11136072044,2022-05-31T12:07:35Z,"",0.178,0.148,9,-11.85,0,0.0392,0.869,0.0000405,0.208,0.313,120.235,4
6iE4uiJdt3qzxtAcxhhe5r,"0dLsBpKaNVe9PMqNq7HIZY","Be, Leave","Calming Music, Relaxation Music","Violin and Piano Relax",2021-12-14,241000,0,11136072044,2022-05-31T12:07:35Z,"",0.309,0.149,9,-11.701,0,0.0391,0.896,0.0000389,0.119,0.34,120.566,4
6G6n8mwuYZ82THp7icGwCe,"0dLsBpKaNVe9PMqNq7HIZY","August Nights","Calming Music, Relaxation Music","Violin and Piano Relax",2021-12-14,209000,0,11136072044,2022-05-31T12:07:35Z,"",0.374,0.178,9,-11.584,0,0.0378,0.821,0.0000965,0.274,0.271,120.081,4
65XBlAjuSdQzdwcLGja58A,"0dLsBpKaNVe9PMqNq7HIZY","Blessing In Disguise","Calming Music, Relaxation Music","Violin and Piano Relax",2021-12-14,241000,0,11136072044,2022-05-31T12:07:35Z,"",0.277,0.194,9,-11.604,0,0.0378,0.861,0.0000703,0.194,0.271,120.242,4
3zy41Q0HP88vbZIGw8J59s,"0dLsBpKaNVe9PMqNq7HIZY","Adam Lullaby","Calming Music, Relaxation Music","Violin and Piano Relax",2021-12-14,225000,0,11136072044,2022-05-31T12:07:35Z,"",0.376,0.174,9,-11.497,0,0.0367,0.86,0.0000232,0.586,0.313,119.888,4
1KQyQDd6CtFmxrKiGAGXWe,"0dLsBpKaNVe9PMqNq7HIZY","Bells In The Wind","Calming Music, Relaxation Music","Violin and Piano Relax",2021-12-14,225000,0,11136072044,2022-05-31T12:07:35Z,"",0.324,0.136,9,-12.634,0,0.0375,0.921,0.0000274,0.107,0.353,120.123,4
76YZILSjCHiQySHLdZJ9WD,"0dLsBpKaNVe9PMqNq7HIZY","The Book of Sad","Calming Music, Relaxation Music","Violin and Piano Relax",2021-12-14,177000,0,11136072044,2022-05-31T12:07:35Z,"",0.28,0.133,9,-11.636,0,0.0342,0.933,0.000105,0.116,0.375,59.957,4
71VSpyAwc1MHI3YBewDxeO,"0dLsBpKaNVe9PMqNq7HIZY","Forgotten By Time","Calming Music, Relaxation Music","Violin and Piano Relax",2021-12-14,225000,0,11136072044,2022-05-31T12:07:35Z,"",0.176,0.186,9,-11.574,0,0.0409,0.891,0.000605,0.214,0.337,120.146,4
1w0oqaaSB56JZzW8pT8urn,"3a2oCG9UwpZzIMnH1F4sdQ","Eos Below Me","Chill Electronic Music","Septillion",2015-08-02,280000,1,11136072044,2022-05-31T12:09:32Z,"australian metal",0.6,0.416,1,-13.117,0,0.0362,0.784,0.801,0.103,0.393,148.208,4
06E7cOuFD8X5vyCmZIyTKr,"5USyRPNfwROsbiMcFZQsNH","Lazy Summer Afternoon","Chill Electronic Music","Jellyshoes",2015-08-02,195136,1,11136072044,2022-05-31T12:09:32Z,"",0.758,0.167,5,-13.609,0,0.0372,0.0188,0.851,0.0553,0.358,140,4
6OtJytZg2PcGWVPeMIe2Yr,"0wgHo3uM2BMoWbKvbDv68R","Thai Dreams","Chill Electronic Music","Ethereal Moments",2015-08-02,210000,1,11136072044,2022-05-31T12:09:32Z,"",0.498,0.458,1,-10.808,0,0.047,0.0421,0.783,0.233,0.435,190.023,4
0JOYkngU3ZHBTJhp2nv5UZ,"0DtMinuyqXnAHJBIV3YPZo","Mountain Soaring","Chill Electronic Music","Richard Mulligan",2015-08-02,202000,1,11136072044,2022-05-31T12:09:32Z,"",0.61,0.443,9,-12.535,0,0.0278,0.131,0.434,0.271,0.311,140.01,4
20MkAWjbLoacTR3XTCad2O,"3a2oCG9UwpZzIMnH1F4sdQ","Neon Rain","Chill Electronic Music","Septillion",2015-08-02,229363,1,11136072044,2022-05-31T12:09:32Z,"australian metal",0.562,0.438,0,-11.97,1,0.0268,0.451,0.752,0.0916,0.192,144.029,5
5EGh62oH1pac8XOHrCEncG,"0wgHo3uM2BMoWbKvbDv68R","Inner Energy","Chill Electronic Music","Ethereal Moments",2015-08-02,208000,1,11136072044,2022-05-31T12:09:32Z,"",0.641,0.359,4,-9.775,0,0.0419,0.0418,0.844,0.143,0.465,79.992,4
7w9ua7jekY9JR0SnjEekK0,"5USyRPNfwROsbiMcFZQsNH","Feel Good Juice","Chill Electronic Music","Jellyshoes",2015-08-02,183636,0,11136072044,2022-05-31T12:09:32Z,"",0.602,0.485,11,-13.892,0,0.0346,0.209,0.916,0.111,0.41,89.989,4
6kzE6thlGZAcQk2tBTxnyc,"0wgHo3uM2BMoWbKvbDv68R","Bosphorus","Chill Electronic Music","Ethereal Moments",2015-08-02,241468,0,11136072044,2022-05-31T12:09:32Z,"",0.791,0.371,9,-11.064,0,0.0405,0.354,0.907,0.106,0.472,130.028,4
41ISoZKSqHSL1Y22b7egm7,"0DtMinuyqXnAHJBIV3YPZo","Ocean Road Drive","Chill Electronic Music","Richard Mulligan",2015-08-02,186465,0,11136072044,2022-05-31T12:09:32Z,"",0.58,0.485,7,-13.392,1,0.0303,0.666,0.883,0.0798,0.245,80.014,4
4fRPr7MkGYz6Fz2i4IDcHN,"0wgHo3uM2BMoWbKvbDv68R","Hatha","Chill Electronic Music","Ethereal Moments",2015-08-02,180000,13,11136072044,2022-05-31T12:09:32Z,"",0.435,0.17,2,-21.343,1,0.0361,0.826,0.907,0.303,0.0853,119.938,4
5ZKVlnp0DYICoA94fkgmqQ,"3a2oCG9UwpZzIMnH1F4sdQ","Silver Sand","Chill Electronic Music","Septillion",2015-08-02,272769,1,11136072044,2022-05-31T12:09:32Z,"australian metal",0.529,0.37,5,-13.498,1,0.0287,0.2,0.705,0.0848,0.269,143.978,4
5RA3GMa1BF8Z9LvCNZ00YA,"0wgHo3uM2BMoWbKvbDv68R","Sub Zero","Chill Electronic Music","Ethereal Moments",2015-08-02,215000,1,11136072044,2022-05-31T12:09:32Z,"",0.597,0.254,7,-9.826,0,0.0282,0.322,0.891,0.186,0.104,130.025,4
